word,entity_type,frequency,source
地拍,PERSON,1,NER
越锋利,PERSON,1,NER
那天王山,TIME,1,NER
"""勒",CARDINAL,1,NER
(告,FAC,1,NER
白弄,PERSON,1,NER+Jieba
Mai(,PERSON,1,NER
吹壳子,GPE,1,NER
坨子,PERSON,1,NER+Jieba
王位,WORK_OF_ART,1,NER+Jieba
缘(,DATE,1,NER
拿破,PERSON,1,NER
巴吉度,PERCENT,1,NER+Jieba
windows,PRODUCT,1,NER
滑铁卢第二次,EVENT,1,NER
攻抢,PERSON,1,NER
希林娜依·高Curley G,PERSON,1,NER
萤火街,PERSON,1,NER
一两百,CARDINAL,1,NER+Jieba
一两百块,MONEY,1,NER
东山岗,FAC,1,NER
蔡依依,PERSON,1,NER
蔡依诺,PERSON,1,NER+Jieba
蔡煜炜,PERSON,1,NER+Jieba
蔡锶怡,PERSON,1,NER
蔡静宜,PERSON,1,NER
蔡雅馨,PERSON,1,NER+Jieba
蔡健航,PERSON,1,NER+Jieba
蔡林薇,PERSON,1,NER+Jieba
高胜美,PERSON,1,NER+Jieba
李慕尚,PERSON,1,NER+Jieba
吴锦鑫,PERSON,1,NER+Jieba
徐依冉,PERSON,1,NER+Jieba
蔡一帆,PERSON,1,NER+Jieba
林贝妮,PERSON,1,NER+Jieba
李书棋,PERSON,1,NER+Jieba
吕欣橦,PERSON,1,NER
徐于琴,PERSON,1,NER
陈旭侃,PERSON,1,NER+Jieba
泰顺县,ORG,1,NER+Jieba
东溪乡中心学校,FAC,1,NER
泰顺县,NORP,1,NER+Jieba
智抑制,PERSON,1,NER
德尔斐,PERSON,1,NER+Jieba
伏尔泰,PERSON,1,NER+Jieba
乌云洒满,FAC,1,NER
500 miles,QUANTITY,1,NER
水湖,LOC,1,NER+Jieba
西湖雷峰塔,FAC,1,NER
冷语淋,PERSON,1,NER
一季度,DATE,1,NER+Jieba
年初到年末,DATE,1,NER
好几年日子,DATE,1,NER
junwaa,PERSON,1,NER
尘土路,EVENT,1,NER
WHAT,ORG,1,NER
UNCLEDAMN,ORG,1,NER
比川,PERSON,1,NER
庾澄庆,PERSON,1,NER+Jieba
流浪的小孩,WORK_OF_ART,1,NER
READY TO DIE,WORK_OF_ART,1,NER
40OG,WORK_OF_ART,1,NER
KNOW,PERSON,1,NER
IOF,ORG,1,NER
2022半个,DATE,1,NER
10000,CARDINAL,1,NER
颁个奖,PRODUCT,1,NER
凌晨1点,TIME,1,NER
t​,PERSON,1,NER
25小时,TIME,1,NER
这凌晨,TIME,1,NER
LEBRON,FAC,1,NER
热火队,ORG,1,NER+Jieba
偶尔点,PERSON,1,NER
唯品,ORG,1,NER+Jieba
TROUBLEZ,PERSON,1,NER
一亿多,CARDINAL,1,NER
UNLCE,PERSON,1,NER
WINDOW,PRODUCT,1,NER
DDSTATUS,ORG,1,NER
KNOWLED,PERSON,1,NER
戈待,PERSON,1,NER
THEY WANNA SHOW U LOVE,TIME,1,NER
首都机场,FAC,1,NER+Jieba
WTF THEY,ORG,1,NER
CRAZY,PERSON,1,NER
HATER,WORK_OF_ART,1,NER
HATER,PERSON,1,NER
COLE UYG,ORG,1,NER
UN,ORG,1,NER
ALRIGHT,PERSON,1,NER
MIL4,PRODUCT,1,NER
哈弗,PRODUCT,1,NER+Jieba
JAYHOVA,PERSON,1,NER
中场,FAC,1,NER+Jieba
RATULATIONS,PERSON,1,NER
Dreamville,PERSON,1,NER
《踏浪》,WORK_OF_ART,1,NER
歇歇脚呀,PERSON,1,NER
山花儿开呀）,PRODUCT,1,NER
说nah,PERSON,1,NER
三百六十行,CARDINAL,1,NER+Jieba
家,WORK_OF_ART,1,NER+Jieba
UncleDamnℜalzat,WORK_OF_ART,1,NER
艾克bro,GPE,1,NER
老子四年,DATE,1,NER
二零一九,CARDINAL,1,NER
beep,PERSON,1,NER
CITY MY BLOCK,PRODUCT,1,NER
TIKI TAKA,ORG,1,NER
FXXK,PRODUCT,1,NER
1531,CARDINAL,1,NER
Verse1 Realzat,ORG,1,NER
Reazat,PERSON,1,NER
《老师你好》,WORK_OF_ART,1,NER
北京晚报,ORG,1,NER+Jieba
挂念,WORK_OF_ART,1,NER+Jieba
未知艺术家,WORK_OF_ART,1,NER
本性难移,WORK_OF_ART,1,NER+Jieba
C硬座 I'M,ORG,1,NER
GU,PERSON,1,NER
往撑,PERSON,1,NER+Jieba
马赫,PERSON,1,NER+Jieba
凶撒,PERSON,1,NER+Jieba
bxxxxes穿,PERSON,1,NER
外赚钱,FAC,1,NER
顾,PERSON,1,NER+Jieba
HipHop为,GPE,1,NER
hiphop得,ORG,1,NER
"STUPID RE
e&m",ORG,1,NER
一百年后,DATE,1,NER
AMCbeat,PERSON,1,NER
Davis,PERSON,1,NER
broke axx,ORG,1,NER
zz,PERSON,1,NER
4HipHop,ORG,1,NER
5块钱,MONEY,1,NER
乌苏,FAC,1,NER+Jieba
SO I GOTTA,ORG,1,NER
MTFK PUX,PRODUCT,1,NER
八毛,MONEY,1,NER+Jieba
TM,PERSON,1,NER
C咋,PERSON,1,NER
辽宁卫视,ORG,1,NER
4000海拔,QUANTITY,1,NER
佛别,GPE,1,NER
Lil Tjay,PRODUCT,1,NER
金身百,PERSON,1,NER
Make Munne,WORK_OF_ART,1,NER
胶布哥们,PERSON,1,NER
HipHop亲,PERSON,1,NER
布冯,PERSON,1,NER
心博纹,PERSON,1,NER+Jieba
89年,DATE,1,NER
BROOKLYN WAY,ORG,1,NER
错后心,ORG,1,NER
AJOne,ORG,1,NER
红乌苏,GPE,1,NER
沃夫军团,ORG,1,NER
后生们,PRODUCT,1,NER
一百二,MONEY,1,NER+Jieba
拜师们,PERSON,1,NER
洛河,LOC,1,NER
踏扒,ORG,1,NER
王耍,PERSON,1,NER+Jieba
KNOWS,PERSON,1,NER
Pablo Escobar,PERSON,1,NER
now I spit,WORK_OF_ART,1,NER
寒来暑往 秋收,EVENT,1,NER
biggie jayz,ORG,1,NER
麦尔丹,FAC,1,NER+Jieba
"BRIGHT
Beat",WORK_OF_ART,1,NER
Redm8nstar,PRODUCT,1,NER
糟糕的日子里,WORK_OF_ART,1,NER
Purple Soul,PRODUCT,1,NER
饶舌协会,ORG,1,NER
Notorious,PERSON,1,NER
吹牛e,NORP,1,NER
Represent ma city,PRODUCT,1,NER
巴特尔,PERSON,1,NER+Jieba
张雨绮,PERSON,1,NER
UG里红,PRODUCT,1,NER
turmuxum,PERSON,1,NER
like09年,DATE,1,NER
迪士尼城堡,FAC,1,NER
二零年代,CARDINAL,1,NER
Cole World,ORG,1,NER
Knows,PERSON,1,NER
般坚强,PERSON,1,NER
weird these uiggas wanna,WORK_OF_ART,1,NER
"never wasted
eni mini",WORK_OF_ART,1,NER
profession,PERSON,1,NER
HOLLYWOOD,PRODUCT,1,NER
HOLLYWOOD I NEED,ORG,1,NER
UP FLYING TO,ORG,1,NER
BARS,PERSON,1,NER
PLAY DA SONG,WORK_OF_ART,1,NER
SNEA,ORG,1,NER
NOTORI,ORG,1,NER
KID,WORK_OF_ART,1,NER
假RAPPE,ORG,1,NER
和田,LOC,1,NER+Jieba
翡翠 SO MAYBE I'M THE,ORG,1,NER
MAYBE I'M CRAZY,ORG,1,NER
DIE URC,PERSON,1,NER
1000块钱,MONEY,1,NER
Mofoks,PERSON,1,NER
川音,ORG,1,NER+Jieba
造乐文化 艾力西,ORG,1,NER
念袭,ORG,1,NER
树么,ORG,1,NER
走陪,PERSON,1,NER
雨果,PERSON,1,NER+Jieba
麦克风架,PERSON,1,NER
北京 u know,ORG,1,NER
凶q,PERSON,1,NER
十五块,MONEY,1,NER+Jieba
Mao,PERSON,1,NER
二零一三年,DATE,1,NER
二零一六年,DATE,1,NER
九月九号,QUANTITY,1,NER
第八年,DATE,1,NER+Jieba
十五个小时,TIME,1,NER
梁维嘉saber,PERSON,1,NER
把汗,PERSON,1,NER
顶get,PERSON,1,NER
二月份,DATE,1,NER+Jieba
续moving,PERSON,1,NER
Yea I do,ORG,1,NER
坏品,PERSON,1,NER
第3,ORDINAL,1,NER
金銮殿,FAC,1,NER+Jieba
武士皮,PERSON,1,NER
Murder this beat Eyes,PRODUCT,1,NER
Murder this beat,PRODUCT,1,NER
九山八海,DATE,1,NER
大草原,LOC,1,NER
一前一后,DATE,1,NER+Jieba
马提尼),CARDINAL,1,NER
lov ke,ORG,1,NER
黄金奇,PERSON,1,NER
秀点,PERSON,1,NER
LOEWE,PERSON,1,NER
Backing,PERSON,1,NER
M_DSK,PRODUCT,1,NER
懂right,PRODUCT,1,NER
2021 M,TIME,1,NER
麦克风dirty,GPE,1,NER
Itsogooo,ORG,1,NER
嗦不费,PERSON,1,NER
基稳,PERSON,1,NER
梁维,PERSON,1,NER
梁维嘉,PERSON,1,NER+Jieba
梁维嘉 陈泽希,PERSON,1,NER
百老汇,PRODUCT,1,NER+Jieba
梁维嘉,WORK_OF_ART,1,NER+Jieba
中铁,ORG,1,NER
乱爆,PERSON,1,NER
项庄舞剑,PERSON,1,NER+Jieba
王浩轩,PERSON,1,NER+Jieba
老头乐,PERSON,1,NER
never maked,PERSON,1,NER
that’s,PERSON,1,NER
迪士尼乐园,FAC,1,NER
fake麦克,PERSON,1,NER
刀直,PERSON,1,NER
城固,GPE,1,NER
迈克尔贝,PERSON,1,NER
Freddie,PERSON,1,NER
Across,PERSON,1,NER
Quaver,PRODUCT,1,NER
胡同口,PERSON,1,NER+Jieba
nbomb,PERSON,1,NER
乐至,GPE,1,NER+Jieba
Grey,WORK_OF_ART,1,NER
HipHop界,PERSON,1,NER
扎点,PERSON,1,NER+Jieba
靶蛋,PERSON,1,NER
Hiphop饭,PERSON,1,NER
Hardcore命,PERSON,1,NER
送别,WORK_OF_ART,1,NER+Jieba
巧克力its,WORK_OF_ART,1,NER
7788,CARDINAL,1,NER
5千年,DATE,1,NER
5千,CARDINAL,1,NER
中文hipa荡,GPE,1,NER
万宝,PERSON,1,NER+Jieba
BJ city,PRODUCT,1,NER
北京BACK,ORG,1,NER
海刀山,PERSON,1,NER
拿晕,ORG,1,NER
破话,PERSON,1,NER+Jieba
当阳桥,FAC,1,NER
利和义,NORP,1,NER+Jieba
queen,WORK_OF_ART,1,NER
Gangsta,ORG,1,NER
Odd,TIME,1,NER
西域,NORP,1,NER+Jieba
麦向,PERSON,1,NER+Jieba
白起,PERSON,1,NER+Jieba
几百个,CARDINAL,1,NER+Jieba
supersaber,PERSON,1,NER
fake货,PERSON,1,NER
AKILLA,PERSON,1,NER
Bastard,PERSON,1,NER
Sauce辣,PERSON,1,NER
握过,CARDINAL,1,NER
藏绝,PERSON,1,NER
二十多,CARDINAL,1,NER+Jieba
大口气tell,PERSON,1,NER
番爷,PERSON,1,NER
凑5元钱,MONEY,1,NER
漫画派,PERSON,1,NER
二十四号,DATE,1,NER
德外大街,FAC,1,NER
一晃十年,DATE,1,NER
Underdog压,NORP,1,NER
Gonna go,ORG,1,NER
七月盛夏,DATE,1,NER
那天早晨,TIME,1,NER
三环 四环,FAC,1,NER
寒冬 酷夏,DATE,1,NER
谢接,PERSON,1,NER
做阅,PERSON,1,NER
月球,LOC,1,NER+Jieba
网易飓风 x青云,ORG,1,NER
王顺保勒钱,ORG,1,NER
敝履,PERSON,1,NER+Jieba
万绪且,ORG,1,NER+Jieba
如度年,DATE,1,NER
英伦,GPE,1,NER+Jieba
flexing(,PERSON,1,NER
胺分泌,ORG,1,NER
上几星期,DATE,1,NER
(律动),WORK_OF_ART,1,NER
⾛神,TIME,1,NER
⼀次,NORP,1,NER
⽉光,PERSON,1,NER
刻⻣,GPE,1,NER
Copyrights,PERSON,1,NER
万达影业×网易·云上,ORG,1,NER
姚凯迪,PERSON,1,NER+Jieba
钟梁,PERSON,1,NER+Jieba
红藕香,PERSON,1,NER+Jieba
轻解罗裳,ORDINAL,1,NER+Jieba
(醒,CARDINAL,1,NER
(傻,FAC,1,NER
喊勒,PERSON,1,NER
KRISWU,ORG,1,NER
CSC(长沙),ORG,1,NER
CDC(成都)顶,ORG,1,NER
(牙,DATE,1,NER
(用心,CARDINAL,1,NER
talking(,PERSON,1,NER
玩弹力球,GPE,1,NER
中文版,LANGUAGE,1,NER+Jieba
有你的世界,WORK_OF_ART,1,NER
须臾之间,EVENT,1,NER+Jieba
Talkbo,PERSON,1,NER
⻢拉松,PERSON,1,NER
零下的夜,TIME,1,NER
Jennie,PERSON,1,NER
孤独终,ORG,1,NER
中滋味,ORG,1,NER
Blackpink,PERSON,1,NER
woo instrumental by JCaspersen,WORK_OF_ART,1,NER
Tozziy,PERSON,1,NER
谁honey,PERSON,1,NER
李惠农,PERSON,1,NER
nub,PERSON,1,NER
半句sorry,PERSON,1,NER
颗草莓,PERSON,1,NER
10月前,DATE,1,NER
何,PERSON,1,NER
best,ORG,1,NER
2021的十月,DATE,1,NER
it betta do it,ORG,1,NER
"搜哈文化
Taxi to the airport",ORG,1,NER
啤酒配,PERSON,1,NER
thirteen,FAC,1,NER
历不明,DATE,1,NER
甩手派,PERSON,1,NER
宝马 宾利玛莎 ceo,ORG,1,NER
刻上swag,ORG,1,NER
it betta do it betta do it,ORG,1,NER
x3 RNB GIRLS,ORG,1,NER
内环卡,PERSON,1,NER
几个晚上,TIME,1,NER
2个亿,CARDINAL,1,NER
牌牌,PERSON,1,NER+Jieba
toosie,PERSON,1,NER
大腹肌,FAC,1,NER
Coz i,ORG,1,NER
大腹肌,ORG,1,NER
jonyj,PERSON,1,NER
萧三岁,DATE,1,NER
MISO 咖啡厅,FAC,1,NER
鬼神惊,PERSON,1,NER
差脾气,ORG,1,NER
冤死于,GPE,1,NER
freaking afraid,ORG,1,NER
私自利,PERSON,1,NER
汤但,PERSON,1,NER
Too late,PERSON,1,NER
limbo,PERSON,1,NER
Joyner,PERSON,1,NER
融合体,PERSON,1,NER
Weekend,DATE,1,NER
当吃,PERSON,1,NER
饱赚,PERSON,1,NER
George,PERSON,1,NER
赵宇,PERSON,1,NER
杰Spciy,PERSON,1,NER
一分,TIME,1,NER+Jieba
glitter,PERSON,1,NER
C射线,DATE,1,NER
银翼杀手,WORK_OF_ART,1,NER
莫来扰,PERSON,1,NER+Jieba
百花争宠,PERCENT,1,NER
别钻,ORG,1,NER
荣华敬富,PERSON,1,NER
JustDan,PERSON,1,NER
赵宇杰 SpicyBoY,PERSON,1,NER
十九世纪,DATE,1,NER+Jieba
炮火声,PERSON,1,NER
马格,PERSON,1,NER
beat boombap boombap beat,FAC,1,NER
唱类型,PERSON,1,NER
东包,GPE,1,NER
十柱香,CARDINAL,1,NER
无靠无依,PERSON,1,NER+Jieba
高垫,PERSON,1,NER
JJBQ,PERSON,1,NER
SRD,EVENT,1,NER
数秒,TIME,1,NER+Jieba
1997年,DATE,1,NER
奥利卡的诗,WORK_OF_ART,1,NER
江旻勋,PERSON,1,NER+Jieba
忍住泪水,PERSON,1,NER
达纳苏斯,GPE,1,NER
78岁,DATE,1,NER
30%,PERCENT,1,NER+Jieba
3.5年,DATE,1,NER
9年,DATE,1,NER
86400,CARDINAL,1,NER
12点 前天,TIME,1,NER
一毫秒,QUANTITY,1,NER
2018年11点39分,TIME,1,NER
2018年11点57分,TIME,1,NER
2019年0点02分,TIME,1,NER
2019年0点43分,TIME,1,NER
2019年1点13分,TIME,1,NER
1937年,DATE,1,NER
康定,ORG,1,NER+Jieba
东来,PERSON,1,NER+Jieba
MOOD,LOC,1,NER
Luscious,PERSON,1,NER
Heartbreak baby,PERSON,1,NER
嘉慧,PERSON,1,NER+Jieba
徐逸芸,PERSON,1,NER+Jieba
网易音乐人x飓风工作室,ORG,1,NER
几天 几天,DATE,1,NER
大冒险,PERSON,1,NER+Jieba
捞空,PERSON,1,NER+Jieba
JIo吉,FAC,1,NER
千言,CARDINAL,1,NER+Jieba
变洒,PERSON,1,NER
乱窝尿,PERSON,1,NER
Wordwld,PERSON,1,NER
Taylor Morgan,PERSON,1,NER
网易·云上,PERSON,1,NER
Steady,PERSON,1,NER
喜羊羊HappySheep,LAW,1,NER
几世纪,DATE,1,NER+Jieba
人social,NORP,1,NER
东里路,PRODUCT,1,NER+Jieba
后now,PERSON,1,NER
IONA,PERSON,1,NER
子弹工作室 x WASTED,ORG,1,NER
翁伟,CARDINAL,1,NER
新一年,DATE,1,NER
河北吴孟达,ORG,1,NER
1520万岁,DATE,1,NER
7 当年11月,DATE,1,NER
Lookaround,PERSON,1,NER
Selfish,PERSON,1,NER
(Ft,DATE,1,NER
小牌儿,PERSON,1,NER
二龙,QUANTITY,1,NER+Jieba
切克切克,NORP,1,NER
夸但,PERSON,1,NER
河南不败,PERSON,1,NER
365,MONEY,1,NER
踏星,PERSON,1,NER
洛神,PERSON,1,NER+Jieba
百子,PERSON,1,NER+Jieba
李奉先,PERSON,1,NER
答散,ORG,1,NER
偏钟,PERSON,1,NER
黎明,PERSON,1,NER+Jieba
白酒王,ORG,1,NER
罗志祥,PERSON,1,NER+Jieba
三十五个,CARDINAL,1,NER+Jieba
四十万,CARDINAL,1,NER+Jieba
雷蕾,PERSON,1,NER+Jieba
杨平,PERSON,1,NER+Jieba
菜苟,PERSON,1,NER
刘海长,PERSON,1,NER
老弄堂,PERSON,1,NER
玲花,PERSON,1,NER
祸闯,PERSON,1,NER
叨叨,PERSON,1,NER+Jieba
Chinesedotagreatagain,PERSON,1,NER
wu360度,PRODUCT,1,NER
洗脚~,ORG,1,NER
1951年,DATE,1,NER
秋幕,ORG,1,NER
人民军队,ORG,1,NER+Jieba
1952年,DATE,1,NER
朝鲜,NORP,1,NER+Jieba
1952年冬至,DATE,1,NER
高粱地,PERSON,1,NER
金风拂,PERSON,1,NER
Loc,CARDINAL,1,NER
49年三月初三 夜,DATE,1,NER
81年 十月初二 夜,DATE,1,NER
十载,MONEY,1,NER+Jieba
许墨香,PERSON,1,NER
新世纪 十月初六 夜 夜,DATE,1,NER
21A 早晨,TIME,1,NER
乱屌,PERSON,1,NER
8天,DATE,1,NER
东北大板,LOC,1,NER
走进网,PERSON,1,NER
目不忘默,GPE,1,NER
黄浦江,PRODUCT,1,NER+Jieba
久浸,PERSON,1,NER+Jieba
当月,DATE,1,NER
Lil Jet】,PERSON,1,NER
腾冲,LOC,1,NER+Jieba
下个30岁,DATE,1,NER
阿拉希,PERSON,1,NER
刚果布拉柴维尔,GPE,1,NER
瞎几,ORG,1,NER
八千,MONEY,1,NER+Jieba
English课,PRODUCT,1,NER
word文档,PRODUCT,1,NER
批到,PERSON,1,NER+Jieba
一复一日,DATE,1,NER
(泠,PERSON,1,NER
唇尖,GPE,1,NER
田错,PERSON,1,NER
威士堡,GPE,1,NER+Jieba
六百斤,QUANTITY,1,NER+Jieba
崇明岛,LOC,1,NER+Jieba
小鹰,PERSON,1,NER+Jieba
百分之80,PERCENT,1,NER
马景涛,PERSON,1,NER+Jieba
八心八箭钻石八百年,MONEY,1,NER
镇海区公园,FAC,1,NER
领角,PERSON,1,NER+Jieba
27号,DATE,1,NER
东方明珠塔下,FAC,1,NER
李阳,PERSON,1,NER+Jieba
松江,GPE,1,NER+Jieba
nbc forever,ORG,1,NER
worlds,PERSON,1,NER
aching,PERSON,1,NER
dop,PERSON,1,NER
LAO,PERSON,1,NER
四平米,QUANTITY,1,NER
torn,GPE,1,NER
mind 高中,ORG,1,NER
五元硬币,MONEY,1,NER
成千上百万,CARDINAL,1,NER
梦想不论,PERSON,1,NER
DJtim,PERSON,1,NER
BEATOWSKI,PERSON,1,NER
草带,PERSON,1,NER
银泰百货,ORG,1,NER
帝听,PERSON,1,NER
吉塔,PERSON,1,NER+Jieba
摔进天堂,GPE,1,NER
呼伦贝尔,GPE,1,NER+Jieba
东方 明珠,ORG,1,NER
再见杰克,WORK_OF_ART,1,NER
孔波雷,PERSON,1,NER+Jieba
桑卡拉,ORG,1,NER
尝要,ORG,1,NER+Jieba
Missoni   包裹,PRODUCT,1,NER
Marchesa,PERSON,1,NER
Vera,PERSON,1,NER
嘛咪,GPE,1,NER
举弯举弯,EVENT,1,NER
二二三四五六七八,CARDINAL,1,NER
总拿说,ORG,1,NER
一流明,PRODUCT,1,NER
五千多,CARDINAL,1,NER+Jieba
香榭,FAC,1,NER+Jieba
pausing,PERSON,1,NER
Lecter,PERSON,1,NER
汉尼拔,PERSON,1,NER+Jieba
岸本,PERSON,1,NER+Jieba
哈利,PERSON,1,NER+Jieba
阿瓦达,PERSON,1,NER
罗琳,PERSON,1,NER+Jieba
洛奇,WORK_OF_ART,1,NER+Jieba
奎迪,WORK_OF_ART,1,NER+Jieba
残抹黑说唱,QUANTITY,1,NER
周易,WORK_OF_ART,1,NER+Jieba
九亿,FAC,1,NER+Jieba
法老驾,GPE,1,NER
交实,NORP,1,NER
寒鸭,GPE,1,NER+Jieba
上下趟,PERSON,1,NER
明早五点,TIME,1,NER
噬毛,PERSON,1,NER
一时脑子,CARDINAL,1,NER
张菁格,PERSON,1,NER+Jieba
孙诗蕾,PERSON,1,NER+Jieba
蓝宁,PERSON,1,NER+Jieba
滕瑞哲,PERSON,1,NER+Jieba
林乔心,PERSON,1,NER+Jieba
张子佩,PERSON,1,NER
郑心语,PERSON,1,NER
刘羿,PERSON,1,NER+Jieba
富海林,PERSON,1,NER
姚舜开,PERSON,1,NER+Jieba
蔡可欣,PERSON,1,NER+Jieba
网易子弹 x 网易飓风,ORG,1,NER
上海市精神卫生中心,ORG,1,NER
白褂,PERSON,1,NER+Jieba
陈正,PERSON,1,NER+Jieba
蔡军,PERSON,1,NER+Jieba
吕子涵,PERSON,1,NER+Jieba
九零,PERSON,1,NER+Jieba
张唯,PERSON,1,NER+Jieba
陈嘉怡,PERSON,1,NER+Jieba
奥特意念,PERSON,1,NER
百特星人,PERCENT,1,NER
梅塔,PERSON,1,NER
泰罗,PERSON,1,NER+Jieba
艾斯艾斯,PERSON,1,NER+Jieba
南夕子,ORG,1,NER+Jieba
枕头大战,PERSON,1,NER
清晨五点,TIME,1,NER
南关,ORG,1,NER+Jieba
南京送画,ORG,1,NER
教科频道,ORG,1,NER
赵德柱,PERSON,1,NER+Jieba
颗掉,PERSON,1,NER
上煎,PERSON,1,NER
尘事,PERSON,1,NER+Jieba
塞起,PERSON,1,NER
CDC cypher,ORG,1,NER
Kkecho送,PERSON,1,NER
ESO CDC有TSP,ORG,1,NER
Dam,FAC,1,NER
timi,PERSON,1,NER
15块,MONEY,1,NER
Represent长沙市,PRODUCT,1,NER
兄弟纹,PERSON,1,NER
Nowhere I Can,ORG,1,NER
Wifey,ORG,1,NER
Now Ima Coolest Asian,PRODUCT,1,NER
200块钱,MONEY,1,NER
Lesgo,PERSON,1,NER
CB Yee,PRODUCT,1,NER
坎刀,PERSON,1,NER+Jieba
80块,MONEY,1,NER
大哥得,ORG,1,NER
泰格西,ORG,1,NER
沙安静,GPE,1,NER
A钱克酒,ORG,1,NER
甩黄汤,PERSON,1,NER
快克,QUANTITY,1,NER+Jieba
gsl,PERSON,1,NER
shivering,PERSON,1,NER
过去两年,DATE,1,NER
卡帕,PERSON,1,NER+Jieba
Cadillac,GPE,1,NER
凯迪拉克,PERSON,1,NER+Jieba
湖南年,DATE,1,NER
毛孩儿,PERSON,1,NER
纯凭,PERSON,1,NER+Jieba
freely,PERSON,1,NER
龙角散,PERSON,1,NER+Jieba
CF 加抱,ORG,1,NER
泉州,GPE,1,NER+Jieba
厦门组,PERSON,1,NER
龙萨奇,GPE,1,NER+Jieba
Hutsle,PERSON,1,NER
黑山,NORP,1,NER
F5们,PRODUCT,1,NER
伙陪,GPE,1,NER
f5们,PERSON,1,NER
泰格西 who,ORG,1,NER
Feat钱,MONEY,1,NER
bruhda,PERSON,1,NER
塞尔达,PERSON,1,NER+Jieba
popsmoke,FAC,1,NER
砂币,GPE,1,NER+Jieba
Bigger,WORK_OF_ART,1,NER
100天,DATE,1,NER
老莫,PERSON,1,NER
Daylike,PERSON,1,NER
王健林,PERSON,1,NER+Jieba
疯马秀,PERSON,1,NER
bruh,PERSON,1,NER
黄帮,PERSON,1,NER
Bowbow Mix,PERSON,1,NER
Bowbow,PERSON,1,NER
XVIBE,ORG,1,NER
韩式,GPE,1,NER+Jieba
justhis,FAC,1,NER
okk,ORG,1,NER
龙鸣挂,GPE,1,NER
500),QUANTITY,1,NER
胜诉方,PERSON,1,NER
500,MONEY,1,NER
长沙 MADHOUSE 2023Cypher 泰格,ORG,1,NER
Udig,CARDINAL,1,NER
区韵哈味,ORG,1,NER
西哈哈,PERSON,1,NER
湖人队,PERSON,1,NER+Jieba
帅别,PERSON,1,NER+Jieba
兄弟哥,PERSON,1,NER
后别,NORP,1,NER+Jieba
讥讽声,PERSON,1,NER
faa faa faa faa,PRODUCT,1,NER
八十八,DATE,1,NER+Jieba
3k,MONEY,1,NER
fvck,PERSON,1,NER
后悔站,PERSON,1,NER
靠导过夜,TIME,1,NER
broski u go,ORG,1,NER
NIB,PERSON,1,NER
10万,CARDINAL,1,NER
groupie,PERSON,1,NER
Ten Toes,TIME,1,NER
途地,PERSON,1,NER
Member last,PERSON,1,NER
causing,ORG,1,NER
mothefxxx ghet,PRODUCT,1,NER
His book,PERSON,1,NER
沙和,GPE,1,NER
心欢喜,PERSON,1,NER
曹侃,PERSON,1,NER+Jieba
刘星,PERSON,1,NER+Jieba
公牛王朝,GPE,1,NER
AI机械臂,ORG,1,NER
whyi'm,PERSON,1,NER
YOKIMIYA 热狗,ORG,1,NER
天王星,PERSON,1,NER+Jieba
说唱厂牌,PERSON,1,NER
爵士说唱组合C,ORG,1,NER
西北大团结,ORG,1,NER
887的park（嘻哈公园,FAC,1,NER
沙说唱,PERSON,1,NER
乱战门,PERSON,1,NER+Jieba
唱元老,WORK_OF_ART,1,NER
Till I die,WORK_OF_ART,1,NER
救娘,PERSON,1,NER+Jieba
887 的 PARK,PRODUCT,1,NER
1506,CARDINAL,1,NER
战门 Mixtape,WORK_OF_ART,1,NER
Till I die homie,WORK_OF_ART,1,NER
偷碰,PERSON,1,NER
BK,PERSON,1,NER
上千上万,GPE,1,NER
十四个,CARDINAL,1,NER+Jieba
下一世纪,DATE,1,NER
Curse,PRODUCT,1,NER
三十二岁,DATE,1,NER+Jieba
三十二年,DATE,1,NER+Jieba
欧巴,GPE,1,NER+Jieba
Babys,PERSON,1,NER
詹姆士,WORK_OF_ART,1,NER+Jieba
个月,DATE,1,NER
零下一度,QUANTITY,1,NER
七月份,DATE,1,NER+Jieba
Cuz i know u r,ORG,1,NER
XA,FAC,1,NER
玻利维亚,GPE,1,NER+Jieba
亚利桑那州,GPE,1,NER+Jieba
大峡谷,LOC,1,NER+Jieba
RAMEN,PERSON,1,NER
GALBI,PERSON,1,NER
13887181,CARDINAL,1,NER
撒才,PERSON,1,NER+Jieba
bradar,PERSON,1,NER
阿卜杜 G,PERSON,1,NER
天荒,PERSON,1,NER+Jieba
Are Watching,WORK_OF_ART,1,NER
伯乐,PERSON,1,NER+Jieba
宫尹琳Rainie,ORG,1,NER
张兆婧,PERSON,1,NER+Jieba
刘宇航,PERSON,1,NER
张洋,PERSON,1,NER+Jieba
如声,PERSON,1,NER+Jieba
马越,PERSON,1,NER+Jieba
王晶@,PERSON,1,NER
Li@索尼,PERSON,1,NER
李嘉彬,PERSON,1,NER+Jieba
何平,PERSON,1,NER+Jieba
陈琛,PERSON,1,NER+Jieba
一点fun,DATE,1,NER
五点天,DATE,1,NER
一点smooth,CARDINAL,1,NER
CANADA GOOSE,PRODUCT,1,NER
黄雨勋,PRODUCT,1,NER+Jieba
三个礼拜,DATE,1,NER
Cubase,PRODUCT,1,NER
槟今,PERSON,1,NER
Risot,PERSON,1,NER
Flamenco,WORK_OF_ART,1,NER
Yah I fade,PRODUCT,1,NER
容懈,ORG,1,NER
张滴石,PERSON,1,NER
姜家瑶,PERSON,1,NER+Jieba
